tipo_transaccion,nombre_comercio,giro_nombre,mcc_nombre,fecha_transaccion,ope_pais,entry_mode,sexo_cliente,estado_cliente,edad_cliente,monto_transaccion,id_cliente,periodo,mañana,tarde,noche,madrugada,presencial,nacional,internacional,anomalia_geografica,anomalia_temporal,anomalia_monto,anomalia_giro_monto,suma_ponderada,Fraude,sexo,fechas_decembrinas,categoria_peligrosa
TDD,ASPEL DE MEXICO I     CIUDAD DE MEX001,RETAIL,VENTA DE SOFTWARE PARA COMPUTADORAS,2/16/2023 2:57,MX,CARD NOT PRESENT,F,CIUDAD DE MEXICO,54,564.34,2230,madrugada,0,0,0,1,0,1,0,0,1,1,1,0.75,1,1,0,0
TDC,MDO VINOS QUERETARO   QUERETARO QROQU,RETAIL,"DEPOSITOS DE CERVEZAS, VINATERIAS, VINOS Y LICORES",12/2/2022 12:26,MX,CARD PRESENT,M,QUERETARO,30,564.38,6865,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,HOME DEPOT            PUEBLA PUE   PU,SUPERMERCADOS,TIENDA DEPARTAMENTAL,11/13/2022 16:34,MX,CARD PRESENT,M,PUEBLA,23,564.4,8549,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,PAYPAL *CHAMPSSPORT      4029357733,RETAIL,ZAPATERIAS,1/26/2023 18:11,US,CARD NOT PRESENT,F,CHIHUAHUA,56,564.4,7911,noche,0,0,1,0,0,0,1,0,0,1,1,0.55,1,1,0,0
TDC,12897 MVISION SA UNIVESN NICOLAS DE019,OTROS,"OPTICAS, LENTES Y ANTEOJOS",12/29/2022 17:44,MX,CARD PRESENT,M,NUEVO LEON,28,564.43,6355,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,JESUS DEL MONTE       HUIXQUILUCAN EM,FARMACIAS,"DROGUERIAS, (FARMACIAS)",1/27/2023 12:40,MX,CARD PRESENT,F,QUERETARO,58,564.43,8473,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,JetBrains Americas INC   165-05772345,OTROS,BIENES DIGITALES APLICACIONES,1/4/2023 12:05,US,CARD NOT PRESENT,M,GUANAJUATO,26,564.45,2623,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,1,0
TDC,OPENPAY*3DS BOLETOMOVIZAPOPAN      JAL,AGREGADOR,AGREGADOR,3/6/2023 8:39,MX,CARD NOT PRESENT,F,JALISCO,27,564.46,6563,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,NEW TICKET            TORREON COAH 006,ENTRETENIMIENTO,TEATROS Y CINES,2/23/2023 12:32,MX,CARD NOT PRESENT,M,DURANGO,32,564.52,264,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,INNOVASPORT ANTENASMEXCIUDAD DE MEX09,RETAIL,DEPORTES Y ACCESORIOS,2/12/2023 18:49,MX,CARD PRESENT,M,CIUDAD DE MEXICO,36,564.52,41,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,PETER WOODS           TLAJOMULCO DEJAL,RESTAURANTE,RESTAURANTES,12/24/2022 0:32,MX,CARD PRESENT,M,JALISCO,37,564.52,6393,madrugada,0,0,0,1,1,0,0,0,1,1,0,0.55,1,0,1,0
TDC,CLIP MX*ABARROTES     CIUDAD DE MEX000,AGREGADOR,AGREGADOR,3/6/2023 11:35,MX,CARD PRESENT,F,PUEBLA,40,564.52,6233,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,7ELEVEN T2584 SAN FCO MEXICO DF    DF,RETAIL,"TIENDAS DE CONVENIENCIA, MINISUPER",1/18/2023 18:25,MX,CARD PRESENT,F,CIUDAD DE MEXICO,45,564.52,1995,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,FACEBK *LMKKYLF2M2       fb.me/ads,RETAIL,SERVICIOS PUBLICITARIOS,2/1/2023 0:00,IE,CARD NOT PRESENT,M,OAXACA,31,564.53,6215,madrugada,0,0,0,1,0,0,1,0,1,1,1,0.75,1,0,0,0
TDC,SAMSUNG GALERIAS MTY  MONTERREY    00,SUPERMERCADOS,TIENDA DEPARTAMENTAL,12/30/2022 14:42,MX,CARD PRESENT,M,NUEVO LEON,24,564.55,8093,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,2/10/2023 11:30,MX,CARD NOT PRESENT,M,BAJA CALIFORNIA,27,564.58,1758,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,STP*FACTURA MUBIT CO  CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/9/2022 11:20,MX,CARD NOT PRESENT,M,SINALOA,36,564.59,9695,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,BOUT BARI HUNAB TULUM TULUM QROO   001,RETAIL,ROPA CASUAL DAMAS LENCERIA,12/10/2022 12:19,MX,CARD PRESENT,F,QUERETARO,36,564.59,9229,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,STP*COLUMBARIO CIPRES CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/15/2022 13:38,MX,CARD NOT PRESENT,F,MORELOS,60,564.59,7334,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,1,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/9/2022 18:31,MX,CARD NOT PRESENT,M,MEXICO,26,564.67,4458,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,COMERCIALIZADORA DE VACOLIMA COL   CL,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,1/26/2023 9:39,MX,CARD PRESENT,M,COLIMA,33,564.68,4659,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,BENAVIDES 19675 HOSP AZAPOPAN JAL  JA,SUPERMERCADOS,TIENDA DEPARTAMENTAL,11/23/2022 20:01,MX,CARD PRESENT,M,CHIHUAHUA,26,564.71,5771,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,SUPERBOLETOSMX COM    MONTERREY NL 001,ENTRETENIMIENTO,"CINES, TEATROS",2/1/2023 22:28,MX,CARD NOT PRESENT,M,NUEVO LEON,28,564.71,8966,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,GARCIA 614 6          MAZATLAN SIN SI,RETAIL,"TELAS Y CASIMIRES,MERCERIAS, BONETERIAS,CORCETERIA",3/6/2023 17:39,MX,CARD PRESENT,F,SINALOA,33,564.71,2144,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/22/2022 4:10,MX,CARD NOT PRESENT,M,QUERETARO,38,564.72,9876,madrugada,0,0,0,1,0,1,0,0,1,1,0,0.55,1,0,1,0
TDD,REST NORES GRIL 387 NSMONTERREY NL CMX,RESTAURANTE,RESTAURANTES,12/20/2022 21:19,MX,CARD PRESENT,F,NUEVO LEON,37,564.73,2767,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDC,FARM GUADALAJARA 865  APODACA NL   NL,FARMACIAS,"DROGUERIAS, (FARMACIAS)",11/28/2022 20:12,MX,CARD PRESENT,M,NUEVO LEON,33,564.74,9286,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,PAYPAL *HMHENNESMAU   Mexico City  DF,AGREGADOR,AGREGADOR,1/19/2023 20:42,MX,CARD NOT PRESENT,F,JALISCO,34,564.75,8036,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,BAZ SUPER APP         CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,2/7/2023 7:05,MX,CARD NOT PRESENT,M,MEXICO,20,564.77,174,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,Gnoce                    HKG,RETAIL,"JOYERIAS, PLATERIAS Y RELOJERIAS",12/29/2022 17:54,HK,CARD NOT PRESENT,F,MEXICO,40,564.77,8380,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,1,1,0
TDC,70 - SEPHORA             SAN ANTONIO,RETAIL,TIENDAS - COSMETICOS  PERFUMERIA,12/23/2022 13:58,US,CARD PRESENT,F,MEXICO,27,564.78,7151,tarde,0,1,0,0,1,0,0,1,0,1,1,0.8,1,1,1,0
TDD,ECOMMERCE SAN PABLO   MEXICO DF    DF,FARMACIAS,"DROGUERIAS, (FARMACIAS)",11/18/2022 12:32,MX,CARD NOT PRESENT,M,MEXICO,29,564.8,8046,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,PETCO VASCONCELOS     SN PEDRO GARZ019,RETAIL,TIENDAS DE MASCOTAS - ALIMENTO Y ACCESORIOS,1/24/2023 19:30,MX,CARD PRESENT,M,NUEVO LEON,25,564.83,2308,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,COMER PICAC LP MIT    CIUDAD DE MEXDF,OTROS,SERVICIOS EMPRESARIALES - NO CLASIFICADOS,1/8/2023 14:44,MX,CARD PRESENT,M,CIUDAD DE MEXICO,32,564.83,7376,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDD,KROX                  CIUDAD DE MEX001,RETAIL,ALIMENTOS - PROVEEDORES Y DISTRIBUIDORES,2/9/2023 21:48,MX,CARD PRESENT,M,CIUDAD DE MEXICO,39,564.83,3766,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,CASA DE LA TORJE      METEPEC EM   MEX,RESTAURANTE,RESTAURANTES,12/2/2022 20:17,MX,CARD PRESENT,F,MEXICO,40,564.87,8380,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDD,FDC                   METEPEC EM   015,RESTAURANTE,RESTAURANTES,2/17/2023 18:36,MX,CARD PRESENT,F,MEXICO,37,564.87,9839,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,TRIPLAY MARKET        VERACRUZ VER 001,RETAIL,CIMBRAS MADERERIAS (MATERIALES PARA CONSTRUCCION),12/20/2022 13:47,MX,CARD PRESENT,M,QUERETARO,43,564.89,6838,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,ALM GARCIA            FRESNILLO ZACZA,RETAIL,"TELAS Y CASIMIRES,MERCERIAS, BONETERIAS,CORCETERIA",11/25/2022 16:00,MX,CARD PRESENT,M,ZACATECAS,30,564.9,9068,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,TNF Las Americas         San Diego,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,1/21/2023 16:15,US,CARD PRESENT,M,JALISCO,30,564.9,1192,tarde,0,1,0,0,1,0,0,1,0,1,1,0.8,1,0,0,0
TDD,ALIMENTOS ISTMO       CIUDAD DE MEX001,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",11/30/2022 17:25,MX,CARD PRESENT,M,CIUDAD DE MEXICO,43,564.93,9088,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,VIANNEY TEXTILHOGAR MUAGUASCALIENTEAG,RETAIL,"TELAS Y CASIMIRES,MERCERIAS, BONETERIAS,CORCETERIA",11/10/2022 15:30,MX,CARD PRESENT,F,QUERETARO,39,565.01,4442,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,TECH EDUCATION RIGHTS    SANTA CRUZ DE,COLEGIOS Y UNIVERSIDADES,ESCUELAS - ADMINISTRACION (COMERCIALES Y SECRETARI,12/29/2022 2:45,ES,CARD NOT PRESENT,M,YUCATAN,48,565.02,1787,madrugada,0,0,0,1,0,0,1,0,1,1,0,0.55,1,0,1,0
TDC,RING PROTECT PLUS YR     +18006561918,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,11/28/2022 19:11,US,CARD NOT PRESENT,M,QUERETARO,43,565.04,3698,noche,0,0,1,0,0,0,1,0,0,1,1,0.55,1,0,0,0
TDC,UBER CORNERSHOP       TLALNEPANTLA 015,RESTAURANTE,RESTAURANTES,1/13/2023 21:18,MX,CARD NOT PRESENT,F,QUERETARO,45,565.06,879,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,1,0
TDC,TICKETMASTER MEXICO   CIUDAD DE MEX00,ENTRETENIMIENTO,"FERIAS,CIRCOS,PARQUES DE DIVERSION,ADIVINOS, LECTU",1/11/2023 11:27,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,21,565.07,1738,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,ALTOVICENTINO         TLAJOMULCO DEJAL,RETAIL,MATERIALES PARA LA CONSTRUCCION NO CLASIFICADOS,1/28/2023 14:49,MX,CARD PRESENT,M,JALISCO,33,565.07,8375,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,FLEXI                 SN JUAN DEL R000,RETAIL,ZAPATERIAS,2/4/2023 20:44,MX,CARD PRESENT,F,QUERETARO,60,565.08,3084,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,FARM SAN PABLO        MEXICO DF    DF,FARMACIAS,"DROGUERIAS, (FARMACIAS)",12/1/2022 18:57,MX,CARD PRESENT,M,CIUDAD DE MEXICO,48,565.1,7428,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,STP*CORNERSHOP        CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/16/2022 11:42,MX,CARD NOT PRESENT,M,NUEVO LEON,46,565.15,4658,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,ABTS SUPERDESC PETMEX POZA RICA DE 030,MISCELANEAS,"ABARROTES, CARNICERIAS, PESCADERIAS, MISCELANEAS,",12/9/2022 20:42,MX,CARD PRESENT,M,VERACRUZ DE IGNACIO DE LA LLAV,28,565.16,3764,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,MERCADO PAGO          CIUDAD DE MEXDF,OTROS,MERCADEO DIRECTO - NO CLASIFICADO,2/3/2023 10:43,MX,CARD NOT PRESENT,F,MEXICO,33,565.17,6476,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,OLIVEA                   KINGSTON,RESTAURANTE,RESTAURANTES,1/17/2023 19:08,CA,CARD PRESENT,F,CIUDAD DE MEXICO,34,565.18,2031,noche,0,0,1,0,1,0,0,1,0,1,1,0.8,1,1,0,0
TDC,BOSTONS DORADA        MERIDA YUC   YU,RESTAURANTE,RESTAURANTES,2/5/2023 16:19,MX,CARD PRESENT,F,YUCATAN,39,565.18,268,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,CENTER MUSIC          TUXTLA GUTIERCI,RETAIL,TIENDAS DE MUSICA - INSTRUMENTOS MUSICALES,2/6/2023 13:16,MX,CARD PRESENT,M,CHIAPAS,35,565.19,7884,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,ULTRA PAR ZONA DOR    MAZATLAN SIN 025,RETAIL,UNIFORMES - HOMBRES / MUJERES / NIOS,11/17/2022 19:46,MX,CARD PRESENT,M,MEXICO,34,565.19,2719,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,ESTRUCTURAS Y PERFILESENSENADA BCN 003,RETAIL,MATERIALES PARA LA CONSTRUCCION NO CLASIFICADOS,12/2/2022 11:11,MX,CARD PRESENT,M,BAJA CALIFORNIA,36,565.24,2894,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,PRODEMEX              NUEVO LAREDO TM,RETAIL,"EQUIPO Y SUMINISTROS HOSPITALES,LABORATORIOS",2/7/2023 13:44,MX,CARD PRESENT,M,TAMAULIPAS,30,565.26,8063,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,REST SIERRA MADRE GALEMONTERREY NL 001,RESTAURANTE,RESTAURANTES,2/13/2023 23:51,MX,CARD PRESENT,M,NUEVO LEON,28,565.28,5958,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,CIUDAD MAD MONT MULTIPSANTIAGO DE Q022,OTROS,ASESORIAS - COMPRA/VENTA BIENES INMUEBLES,2/28/2023 17:43,MX,CARD NOT PRESENT,M,GUANAJUATO,25,565.28,9897,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,CERVECERIA BUENAVISTA CIUDAD DE MEX001,RESTAURANTE,RESTAURANTES,2/4/2023 0:33,MX,CARD PRESENT,M,CIUDAD DE MEXICO,31,565.38,3807,madrugada,0,0,0,1,1,0,0,0,1,1,0,0.55,1,0,0,0
TDC,PADDLE.NET*TMSPLUGIN     London,OTROS,BIENES DIGITALES APLICACIONES,12/8/2022 12:01,GB,CARD NOT PRESENT,M,NUEVO LEON,29,565.42,772,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,0,0
TDD,DL SOL 160 3          GRAL ESCOBEDO019,SUPERMERCADOS,TIENDA DEPARTAMENTAL,12/23/2022 19:38,MX,CARD PRESENT,M,NUEVO LEON,22,565.45,4476,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,PAYPALWALLET             TOKYO,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,12/21/2022 7:52,JP,CARD NOT PRESENT,M,DURANGO,34,565.45,963,mañana,1,0,0,0,0,0,1,0,0,1,1,0.55,1,0,1,0
TDD,Skillz * ESPORTS         415-6853449,ENTRETENIMIENTO,VIDEO JUEGOS - ESTABLECIMIENTOS,11/11/2022 14:00,US,CARD NOT PRESENT,M,GUANAJUATO,30,565.45,1180,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,0,0
TDC,B PANDORA LA ISLA MERIMERIDA YUC   YU,RETAIL,"JOYERIAS, PLATERIAS Y RELOJERIAS",12/17/2022 13:57,MX,CARD PRESENT,M,YUCATAN,21,565.49,8465,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,1,0
TDC,SC*CALIENTEMX2        TIJUANA BCN  001,ENTRETENIMIENTO,"CLUBES DEPORTIVOS PROFESIONALES, (HIPODROMOS,",2/20/2023 2:28,MX,CARD NOT PRESENT,M,MEXICO,23,565.49,5011,madrugada,0,0,0,1,0,1,0,0,1,1,1,0.75,1,0,0,0
TDC,PANDORA GALERIAS DIANAACAPULCO DE J00,RETAIL,"METALES Y PIEDRAS PRECIOSAS, RELOJERIA Y JOYERIA",11/16/2022 18:37,MX,CARD PRESENT,M,GUERRERO,24,565.49,4026,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,STRIPE *UTC MX        CIUDAD DE MEXCMX,AGREGADOR,AGREGADOR,3/5/2023 21:48,MX,CARD NOT PRESENT,M,CIUDAD DE MEXICO,23,565.49,1778,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDD,JAIBOL PERICOAPA      CIUDAD DE MEXDF,RESTAURANTE,RESTAURANTES,1/31/2023 0:35,MX,CARD PRESENT,F,CIUDAD DE MEXICO,28,565.49,2128,madrugada,0,0,0,1,1,0,0,0,1,1,1,0.75,1,1,0,0
TDC,MAS ESPACIOS MINIBODEGMONTERREY NL 019,OTROS,"ALMACENES, DEPOSITOS, (BODEGAS)",1/18/2023 10:30,MX,CARD PRESENT,M,NUEVO LEON,35,565.49,462,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,SURT ELECT DE SALTILLOMONCLOVA COAHCO,RETAIL,APARATOS ELECTRONICOS PARA EL HOGAR LINEA BLANCA,12/21/2022 11:36,MX,CARD PRESENT,F,COAHUILA DE ZARAGOZA,31,565.49,1644,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,1,1,0
TDD,Whish Money              Dubai,OTROS,GIROS BANCARIOS/POSTALES,11/15/2022 12:38,AE,CARD NOT PRESENT,M,JALISCO,28,565.5,4444,tarde,0,1,0,0,0,0,1,0,0,1,1,0.55,1,0,0,0
TDC,MACSTORE NAPOLES      CIUDAD DE MEX001,RETAIL,COMPUTADORAS EQUIPO PERIF DE COMPUTADORAS SOFTWARE,12/8/2022 18:59,MX,CARD PRESENT,M,CIUDAD DE MEXICO,25,565.55,6017,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,F AHORRO MTVP VASCONC SANPEDRO GAR00,FARMACIAS,"DROGUERIAS, (FARMACIAS)",12/6/2022 9:46,MX,CARD PRESENT,F,SAN LUIS POTOSI,25,565.55,6433,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,PAYPAL *FCMOTOGMBHC      24054950050,RETAIL,BOUTIQUE ROPA (ROPA CABALLEROS Y NINIOS),11/26/2022 1:56,DE,CARD NOT PRESENT,M,MEXICO,35,565.55,3232,madrugada,0,0,0,1,0,0,1,0,1,1,1,0.75,1,0,0,0
TDD,CONEKTA*KUESKIPAY     GUADALAJARA J014,OTROS,SERVICIOS RELACIONES PUBLICAS (SERVICIOS CONSULTOR,11/15/2022 19:22,MX,CARD NOT PRESENT,F,HIDALGO,36,565.55,566,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,CONEKTA*KUESKIPAY     GUADALAJARA J014,OTROS,SERVICIOS RELACIONES PUBLICAS (SERVICIOS CONSULTOR,12/30/2022 18:41,MX,CARD NOT PRESENT,F,HIDALGO,36,565.55,566,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,1,0
TDD,CONEKTA*KUESKIPAY     GUADALAJARA J014,OTROS,SERVICIOS RELACIONES PUBLICAS (SERVICIOS CONSULTOR,11/29/2022 19:59,MX,CARD NOT PRESENT,F,HIDALGO,36,565.55,566,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,CONEKTA*KUESKIPAY     GUADALAJARA J014,OTROS,SERVICIOS RELACIONES PUBLICAS (SERVICIOS CONSULTOR,12/15/2022 23:07,MX,CARD NOT PRESENT,F,HIDALGO,36,565.55,566,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,1,0
TDC,MERCADO PAGO 1        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,12/4/2022 20:50,MX,CARD NOT PRESENT,M,PUEBLA,30,565.57,3140,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,BAZ SUPER APP         CIUDAD DE MEX001,OTROS,SERV PROC DATOS - DISENO Y PROGRAM DE SISTEMAS,12/15/2022 20:24,MX,CARD NOT PRESENT,M,JALISCO,23,565.61,8478,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,0,1,0
TDC,MOTOCICLISMO DINAMICO SALAMANCA GTOGU,RETAIL,DISTRIBUIDORES Y AGENCIAS - MOTOCICLETAS,2/7/2023 18:06,MX,CARD PRESENT,M,GUANAJUATO,24,565.61,2218,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDD,PAYPAL3               MEXICO DF    DF,AGREGADOR,AGREGADOR,3/1/2023 12:27,MX,CARD NOT PRESENT,F,COAHUILA DE ZARAGOZA,21,565.61,469,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,PLAYDOIT              GOMEZ PALACIO010,OTROS,"BANDAS, ORQUESTAS, GRUPOS,DIVERSIONES NO CLASIFICA",2/15/2023 16:43,MX,CARD NOT PRESENT,M,DURANGO,32,565.61,3424,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,POINTMP*TALLERELDON   MEXICO DF    DF,AGREGADOR,AGREGADOR,2/28/2023 19:56,MX,CARD PRESENT,M,CIUDAD DE MEXICO,38,565.63,3941,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,ARMANI EXCHANGE          SCOTTSDALE,RETAIL,BOUTIQUES ROPA - PARA TODA LA FAMILIA,12/4/2022 15:25,US,CARD PRESENT,M,SONORA,60,565.63,4396,tarde,0,1,0,0,1,0,0,1,0,1,1,0.8,1,0,0,0
TDD,026 MPROMODA PACHUCA  PACHUCA DE SO013,RETAIL,ROPA CASUAL DAMAS LENCERIA,1/28/2023 20:21,MX,CARD PRESENT,F,CIUDAD DE MEXICO,19,565.67,2304,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,2/22/2023 17:41,MX,CARD NOT PRESENT,F,AGUASCALIENTES,27,565.69,8618,tarde,0,1,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDD,ROSS STORES #685         MCALLEN,SUPERMERCADOS,TIENDAS DE DESCUENTO,12/21/2022 16:44,US,CARD PRESENT,F,NUEVO LEON,24,565.73,4999,tarde,0,1,0,0,1,0,0,1,0,1,0,0.6,1,1,1,0
TDC,BAR JAPI SAN PEDRO    MONTERREY NL 019,RESTAURANTE,"BARES,BEBIDAS ALCOHOLICAS,TABERNAS,DISCOTECAS",2/19/2023 3:07,MX,CARD PRESENT,M,YUCATAN,37,565.73,6434,madrugada,0,0,0,1,1,0,0,0,1,1,0,0.55,1,0,0,0
TDD,VIPS PZA EXHIBIME     MEXICO DF    DF,RESTAURANTE,RESTAURANTES,12/3/2022 18:31,MX,CARD PRESENT,F,CIUDAD DE MEXICO,46,565.73,4167,noche,0,0,1,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,MERCADO PAGO 4        CIUDAD DE MEX001,OTROS,MERCADO DIRECTO - VENTAS POR CATALOGO,1/2/2023 21:34,MX,CARD NOT PRESENT,F,VERACRUZ DE IGNACIO DE LA LLAV,28,565.74,7620,noche,0,0,1,0,0,1,0,0,0,1,1,0.55,1,1,1,0
TDC,D LOCAL*SHEIN         CIUDAD DE MEX001,AGREGADOR,AGREGADOR,11/18/2022 9:36,MX,CARD NOT PRESENT,F,TABASCO,34,565.77,6841,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,1,0,0
TDC,TICKETMASTER MEXICO   CIUDAD DE MEX00,ENTRETENIMIENTO,"FERIAS,CIRCOS,PARQUES DE DIVERSION,ADIVINOS, LECTU",2/10/2023 9:31,MX,CARD NOT PRESENT,M,JALISCO,35,565.79,6599,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
TDC,DIAMOND               VILLAHERMOSA 027,RETAIL,TIENDAS DE MASCOTAS - ALIMENTO Y ACCESORIOS,1/20/2023 16:54,MX,CARD PRESENT,M,TABASCO,35,565.79,522,tarde,0,1,0,0,1,0,0,0,0,1,1,0.55,1,0,0,0
TDC,CLIP MX*THE MAYAN BATHSANMIGUEL DE000,AGREGADOR,AGREGADOR,11/12/2022 9:44,MX,CARD PRESENT,F,SAN LUIS POTOSI,31,565.79,6295,mañana,1,0,0,0,1,0,0,0,0,1,1,0.55,1,1,0,0
TDC,SNP*MERCADOPAGO       CIUDAD DE MEX001,AGREGADOR,AGREGADOR,12/2/2022 11:45,MX,CARD NOT PRESENT,M,QUERETARO,44,565.79,3990,mañana,1,0,0,0,0,1,0,0,0,1,1,0.55,1,0,0,0
